date,open,high,low,close,volume
2022-09-07,5.6,5.845,5.58,5.82,238444
2022-09-08,5.695,6.19,5.69,6.18,513565
2022-09-09,6.245,6.34,6.175,6.335,375716
2022-09-12,6.38,6.49,6.3,6.415,220585
2022-09-13,6,6.14,5.79,5.845,543934
2022-09-14,6.05,6.185,5.9,6.18,806428
2022-09-15,6.13,6.645,6.105,6.405,798451
2022-09-16,6.235,6.26,6.02,6.04,495762
2022-09-19,5.945,6.095,5.89,6.08,346637
2022-09-20,6,6.115,5.885,5.89,257364
2022-09-21,5.895,6.03,5.69,5.695,538651
2022-09-22,5.71,5.76,5.36,5.365,622810
2022-09-23,5.25,5.365,5.165,5.31,422132
2022-09-26,5.305,5.51,5.09,5.09,659738
2022-09-27,5.215,5.325,5,5.075,364692
2022-09-28,5.08,5.28,5.05,5.235,353303
2022-09-29,5.1,5.14,4.795,4.84,1072743
2022-09-30,4.83,5.09,4.815,4.885,389479
2022-10-03,4.93,5.22,4.815,5.14,433673
2022-10-04,5.265,5.445,5.265,5.4,444564
2022-10-05,5.26,5.315,5.075,5.275,273702
2022-10-06,5.28,5.47,5.18,5.28,301728
2022-10-07,5.1,5.15,4.96,5.02,396874
2022-10-10,5.015,5.035,4.91,4.975,182788
2022-10-11,4.955,5.17,4.77,4.985,359926
2022-10-12,4.975,5.12,4.88,5.09,323572
2022-10-13,4.915,5.215,4.845,5.095,213664
2022-10-14,5.2,5.275,4.815,4.815,441547
2022-10-17,4.955,5.095,4.85,5.065,309915
2022-10-18,5.25,5.345,5.15,5.245,460600
2022-10-19,5.21,5.21,4.975,4.995,321074
2022-10-20,4.975,5.185,4.97,4.995,310909
2022-10-21,4.96,5.155,4.9,5.15,285298
2022-10-24,5.115,5.195,4.97,5.165,441942
2022-10-25,5.19,5.68,5.19,5.67,760036
2022-10-26,5.525,5.765,5.5,5.545,247864
2022-10-27,5.63,5.64,5.345,5.35,361049
2022-10-28,5.365,5.46,5.29,5.45,338774
2022-10-31,5.555,5.66,5.365,5.44,1062849
2022-11-01,6.46,6.46,5.67,5.72,2747484
2022-11-02,5.68,5.69,5.035,5.12,1039221
2022-11-03,5.04,5.39,5.02,5.355,633706
2022-11-04,5.5,5.505,5.06,5.19,735150
2022-11-07,5.23,5.27,5.12,5.17,472583
2022-11-08,5.18,5.3,5.05,5.105,354690
2022-11-09,5.025,5.05,4.94,4.965,686666
2022-11-10,5.25,5.435,5.095,5.34,714025
2022-11-11,5.325,6,5.325,5.96,1093788
2022-11-14,5.895,6.04,5.73,5.855,487180
2022-11-15,6.095,6.13,5.8,5.86,655556
2022-11-16,5.73,5.755,5.47,5.525,440907
2022-11-17,5.34,5.51,5.29,5.37,305197
2022-11-18,5.48,5.48,5.165,5.185,289228
2022-11-21,5.1,5.18,4.81,4.855,2561515
2022-11-22,4.9,4.9,4.6,4.64,1777341
2022-11-23,4.655,4.7,4.535,4.66,1237642
2022-11-25,4.64,4.64,4.515,4.585,131489
2022-11-28,4.55,4.625,4.415,4.47,467944
2022-11-29,4.51,4.565,4.445,4.56,262133
2022-11-30,4.555,4.84,4.525,4.84,352031
2022-12-01,4.88,4.905,4.67,4.73,176141
2022-12-02,4.59,4.7,4.53,4.7,424106
2022-12-05,4.7,4.725,4.47,4.53,218091
2022-12-06,4.54,4.54,4.26,4.32,465918
2022-12-07,4.295,4.37,4.25,4.3,671024
2022-12-08,4.34,4.42,4.26,4.405,187386
2022-12-09,4.355,4.395,4.315,4.32,238227
2022-12-12,4.285,4.47,4.275,4.445,410283
2022-12-13,4.695,4.77,4.36,4.425,496369
2022-12-14,4.58,4.92,4.54,4.695,984739
2022-12-15,4.565,4.755,4.505,4.645,680218
2022-12-16,4.58,4.68,4.5,4.66,561337
2022-12-19,4.625,4.645,4.4,4.43,326188
2022-12-20,4.51,4.76,4.45,4.575,573357
2022-12-21,4.655,4.725,4.565,4.63,432491
2022-12-22,4.55,4.625,4.375,4.585,299219
2022-12-23,4.545,4.615,4.47,4.605,238591
2022-12-27,4.55,4.58,4.355,4.395,267706
2022-12-28,4.38,4.43,4.24,4.39,541637
2022-12-29,4.395,4.625,4.325,4.585,414651
2022-12-30,4.49,4.645,4.45,4.61,413601
2023-01-03,4.67,4.74,4.435,4.5,427049
2023-01-04,4.555,4.88,4.5,4.765,637532
2023-01-05,4.67,4.725,4.58,4.635,375201
2023-01-06,4.65,4.69,4.49,4.625,297918
2023-01-09,4.69,4.995,4.69,4.82,419615
2023-01-10,4.81,5.13,4.785,5.125,348441
2023-01-11,5.18,5.18,4.98,5.14,370387
2023-01-12,5.18,5.38,4.995,5.36,549467
2023-01-13,5.225,5.49,5.2,5.445,370115
2023-01-17,5.46,5.71,5.37,5.64,467052
2023-01-18,5.67,5.695,5.48,5.555,328169
2023-01-19,5.4,5.525,5.32,5.405,422359
2023-01-20,5.49,5.745,5.455,5.67,349921
2023-01-23,5.71,5.89,5.64,5.88,335919
2023-01-24,5.775,5.995,5.735,5.785,241032
2023-01-25,5.57,5.87,5.55,5.805,420948
2023-01-26,5.9,5.915,5.655,5.71,365843
2023-01-27,5.66,6.035,5.635,5.94,691155
2023-01-30,6.53,7,6.38,6.69,1459407
2023-01-31,6.65,6.945,6.51,6.935,961337
2023-02-01,6.94,7.465,6.86,7.38,814260
2023-02-02,7.665,8.235,7.45,7.71,1602927
2023-02-03,7.38,7.98,7.31,7.45,726283
2023-02-06,7.335,7.63,7.26,7.405,431791
2023-02-07,7.335,7.445,7.155,7.375,429884
2023-02-08,7.33,7.49,7.195,7.205,297460
2023-02-09,7.27,7.35,6.84,6.9,1339468
2023-02-10,6.71,6.885,6.69,6.815,1516783
2023-02-13,6.75,6.895,6.7,6.75,303505
2023-02-14,6.62,6.815,6.435,6.745,279853
2023-02-15,6.82,7.29,6.81,7.245,371670
2023-02-16,7.08,7.28,6.955,6.97,338442
